Combo #,Median Image Size,F1 Score,Precision,Recall,Image Count,F1 Diff
2003,125831.58571428571,0.5411764705882354,0.6571428571428571,0.46,70,0.23702900515044734
2004,125674.51666666666,0.525,0.7,0.42,60,0.220852534562212
2005,141377.52040816325,0.19672131147540983,0.5454545454545454,0.12,98,-0.1074261539623782
2006,141429.08988764044,0.19672131147540983,0.5454545454545454,0.12,89,-0.1074261539623782
2007,141499.3670886076,0.19672131147540983,0.5454545454545454,0.12,79,-0.1074261539623782
2008,141519.04347826086,0.19999999999999998,0.6,0.12,69,-0.10414746543778805
2009,141628.35593220338,0.20338983050847456,0.6666666666666666,0.12,59,-0.10075763492931347
2010,21621.102040816328,0.05405405405405404,0.2727272727272727,0.03,98,-0.250093411383734
2011,22648.6404494382,0.05405405405405404,0.2727272727272727,0.03,89,-0.250093411383734
2012,24113.74683544304,0.05405405405405404,0.2727272727272727,0.03,79,-0.250093411383734
2013,25524.028985507248,0.05454545454545455,0.3,0.03,69,-0.24960201089233347
2014,27096.93220338983,0.05454545454545455,0.3,0.03,59,-0.24960201089233347
2015,132665.52525252526,0.4117647058823529,0.7777777777777778,0.28,99,0.10761724044456489
2016,132623.63333333333,0.37593984962406013,0.7575757575757576,0.25,90,0.0717923841862721
2017,132560.3,0.31496062992125984,0.7407407407407407,0.2,80,0.010813164483471804
2018,132607.92857142858,0.2622950819672131,0.7272727272727273,0.16,70,-0.04185238347057496
2019,132591.81666666668,0.20512820512820512,0.7058823529411765,0.12,60,-0.09901926030958291
2020,105250.17171717172,0.16149068322981364,0.21311475409836064,0.13,99,-0.1426567822079744
2021,105250.3,0.16352201257861637,0.22033898305084745,0.13,90,-0.14062545285917166
2022,105247.3125,0.16560509554140126,0.22807017543859648,0.13,80,-0.13854236989638677
2023,105229.45714285714,0.15894039735099336,0.23529411764705882,0.12,70,-0.14520706808679468
2024,105182.2,0.15068493150684933,0.2391304347826087,0.11,60,-0.1534625339309387
2025,114122.32653061225,0,0.0,0.0,98,-0.30414746543778803
2026,114239.79775280898,0,0.0,0.0,89,-0.30414746543778803
2027,114413.54430379746,0,0.0,0.0,79,-0.30414746543778803
2028,114558.02898550725,0,0.0,0.0,69,-0.30414746543778803
2029,114765.89830508475,0,0,0.0,59,-0.30414746543778803
2030,19112.84693877551,0,0,0.0,98,-0.30414746543778803
2031,20009.280898876405,0,0,0.0,89,-0.30414746543778803
2032,21294.632911392404,0,0,0.0,79,-0.30414746543778803
2033,22551.652173913044,0,0,0.0,69,-0.30414746543778803
2034,24004.5593220339,0,0,0.0,59,-0.30414746543778803
2035,109169.76767676767,0,0.0,0.0,99,-0.30414746543778803
2036,109204.73333333334,0,0.0,0.0,90,-0.30414746543778803
2037,109239.7375,0,0.0,0.0,80,-0.30414746543778803
2038,109234.61428571428,0,0.0,0.0,70,-0.30414746543778803
2039,109240.93333333333,0,0.0,0.0,60,-0.30414746543778803
2040,92696.60606060606,0.10457516339869281,0.1509433962264151,0.08,99,-0.1995723020390952
2041,92687.63333333333,0.10526315789473685,0.15384615384615385,0.08,90,-0.1988843075430512
2042,92678.4375,0.0945945945945946,0.14583333333333334,0.07,80,-0.20955287084319343
2043,92669.68571428572,0.0839160839160839,0.13953488372093023,0.06,70,-0.22023138152170413
2044,92629.66666666667,0.0875912408759124,0.16216216216216217,0.06,60,-0.21655622456187562
2045,101321.60204081633,0,0,0.0,98,-0.30414746543778803
2046,101452.13483146067,0,0,0.0,89,-0.30414746543778803
2047,101648.27848101266,0,0,0.0,79,-0.30414746543778803
2048,101821.23188405797,0,0,0.0,69,-0.30414746543778803
2049,102047.03389830509,0,0,0.0,59,-0.30414746543778803
2050,16298.244897959185,0,0,0.0,98,-0.30414746543778803
2051,17090.516853932586,0,0,0.0,89,-0.30414746543778803
2052,18223.08860759494,0,0,0.0,79,-0.30414746543778803
2053,19344.739130434784,0,0,0.0,69,-0.30414746543778803
2054,20636.508474576272,0,0,0.0,59,-0.30414746543778803
2055,96857.41414141415,0.3466666666666667,0.52,0.26,99,0.042519201228878645
2056,96841.73333333334,0.33783783783783783,0.5208333333333334,0.25,90,0.033690372400049795
2057,96833.0375,0.32653061224489793,0.5106382978723404,0.24,80,0.0223831468071099
2058,96807.24285714286,0.3216783216783217,0.5348837209302325,0.23,70,0.017530856240533688
2059,96773.4,0.3188405797101449,0.5789473684210527,0.22,60,0.014693114272356866
2060,87544.53535353535,0.10687022900763361,0.22580645161290322,0.07,99,-0.19727723643015443
2061,87533.76666666666,0.10687022900763361,0.22580645161290322,0.07,90,-0.19727723643015443
2062,87517.3375,0.10852713178294575,0.2413793103448276,0.07,80,-0.19562033365484227
2063,87495.77142857143,0.0967741935483871,0.25,0.06,70,-0.20737327188940094
2064,87461.61666666667,0.06722689075630253,0.21052631578947367,0.04,60,-0.2369205746814855
2065,95596.47959183673,0,0.0,0.0,98,-0.30414746543778803
2066,95752.21348314607,0,0.0,0.0,89,-0.30414746543778803
2067,95966.17721518988,0,0.0,0.0,79,-0.30414746543778803
2068,96142.92753623189,0,0.0,0.0,69,-0.30414746543778803
2069,96406.77966101695,0,0.0,0.0,59,-0.30414746543778803
2070,14138.591836734693,0,0,0.0,98,-0.30414746543778803
2071,14886.404494382023,0,0,0.0,89,-0.30414746543778803
2072,15920.54430379747,0,0,0.0,79,-0.30414746543778803
2073,16916.55072463768,0,0,0.0,69,-0.30414746543778803
2074,18078.84745762712,0,0,0.0,59,-0.30414746543778803
2075,90200.39393939394,0.36942675159235666,0.5087719298245614,0.29,99,0.06527928615456863
2076,90195.43333333333,0.35064935064935066,0.5,0.27,90,0.04650188521156262
2077,90179.1875,0.31506849315068497,0.5,0.23,80,0.010921027712896936
