Combo #,Median Image Size,F1 Score,Precision,Recall,Image Count,F1 Diff
1433,1066.608695652174,0,0,0.0,69,-0.39024390243902435
1434,1073.0169491525423,0,0,0.0,59,-0.39024390243902435
1435,318868.51515151514,0.33126934984520123,0.4349593495934959,0.2675,99,-0.058974552593823115
1436,318687.26666666666,0.31679999999999997,0.44,0.2475,90,-0.07344390243902438
1437,318628.625,0.28523489932885904,0.4336734693877551,0.2125,80,-0.10500900311016531
1438,318067.4428571428,0.26010544815465725,0.4378698224852071,0.185,70,-0.1301384542843671
1439,317989.2833333333,0.22752293577981653,0.42758620689655175,0.155,60,-0.16272096665920782
1440,278962.202020202,0.22846441947565546,0.4552238805970149,0.1525,99,-0.1617794829633689
1441,278852.1,0.2099236641221374,0.4435483870967742,0.1375,90,-0.18032023831688695
1442,278847.175,0.1889763779527559,0.4444444444444444,0.12,80,-0.20126752448626845
1443,278452.9,0.17479674796747968,0.4673913043478261,0.1075,70,-0.21544715447154467
1444,278455.3333333333,0.15448851774530273,0.46835443037974683,0.0925,60,-0.23575538469372162
1445,101456.05102040817,0.20740740740740743,0.4,0.14,98,-0.18283649503161692
1446,101418.82022471911,0.19659735349716448,0.40310077519379844,0.13,89,-0.19364654894185987
1447,101412.50632911392,0.1828793774319066,0.41228070175438597,0.1175,79,-0.20736452500711774
1448,101289.33333333333,0.17338709677419353,0.4479166666666667,0.1075,69,-0.21685680566483082
1449,101285.33898305085,0.15352697095435686,0.45121951219512196,0.0925,59,-0.2367169314846675
1450,1026.5816326530612,0,0,0.0,98,-0.39024390243902435
1451,1033.7191011235955,0,0,0.0,89,-0.39024390243902435
1452,1036.0759493670887,0,0,0.0,79,-0.39024390243902435
1453,1047.6811594202898,0,0,0.0,69,-0.39024390243902435
1454,1054.1186440677966,0,0,0.0,59,-0.39024390243902435
1455,278962.202020202,0.22846441947565546,0.4552238805970149,0.1525,99,-0.1617794829633689
1456,278852.1,0.2099236641221374,0.4435483870967742,0.1375,90,-0.18032023831688695
1457,278847.175,0.1889763779527559,0.4444444444444444,0.12,80,-0.20126752448626845
1458,278452.9,0.17479674796747968,0.4673913043478261,0.1075,70,-0.21544715447154467
1459,278455.3333333333,0.15448851774530273,0.46835443037974683,0.0925,60,-0.23575538469372162
1460,256821.30303030304,0.15625,0.2556818181818182,0.1125,99,-0.23399390243902435
1461,256713.2888888889,0.152212389380531,0.2606060606060606,0.1075,90,-0.23803151305849335
1462,256722.1,0.13944954128440365,0.2620689655172414,0.095,80,-0.2507943611546207
1463,256386.2142857143,0.133587786259542,0.28225806451612906,0.0875,70,-0.25665611617948236
1464,256404.26666666666,0.11462450592885375,0.27358490566037735,0.0725,60,-0.2756193965101706
1465,95023.64285714286,0.15706806282722513,0.26011560693641617,0.1125,98,-0.23317583961179922
1466,94991.4382022472,0.14669051878354203,0.2578616352201258,0.1025,89,-0.24355338365548232
1467,94989.03797468354,0.13284132841328414,0.2535211267605634,0.09,79,-0.2574025740257402
1468,94888.72463768115,0.13076923076923078,0.2833333333333333,0.085,69,-0.25947467166979354
1469,94894.15254237287,0.12301587301587301,0.2980769230769231,0.0775,59,-0.2672280294231513
1470,1010.8877551020408,0,0,0.0,98,-0.39024390243902435
