Combo #,Median Image Size,F1 Score, Precision, Recall, Image Count
0,3773412.101010101,0.4880636604774535,0.35,0.8060075093867334,99
1,3782047.3444444444,0.4893350062735257,0.3509298140371926,0.8080110497237569,90
2,3784973.2375,0.4865629420084866,0.3488843813387424,0.8037383177570093,80
3,3784867.785714286,0.488673139158576,0.3517080745341615,0.8003533568904594,70
4,3782452.9833333334,0.4880803011292346,0.3510830324909747,0.8004115226337448,60
5,312335.85714285716,0.34265734265734266,0.2620320855614973,0.494949494949495,98
6,312427.42696629214,0.3354277428709522,0.2566568047337278,0.4839609483960948,89
7,312405.89873417723,0.34005449591280656,0.26,0.49133858267716535,79
8,312339.3043478261,0.3401613904407201,0.26045627376425856,0.49016100178890876,69
9,312285.4745762712,0.3478260869565218,0.2663706992230855,0.5010438413361169,59
10,20020.551020408162,0.1818181818181818,0.2727272727272727,0.13636363636363635,98
11,19891.325842696628,0.1787709497206704,0.2689075630252101,0.13389121338912133,89
12,20012.025316455696,0.16666666666666666,0.2591362126245847,0.12283464566929134,79
13,20713.855072463768,0.17370325693606756,0.26666666666666666,0.12880143112701253,69
14,21019.42372881356,0.17696629213483148,0.2703862660944206,0.1315240083507307,59
15,3839555.404040404,0.3330625507717303,0.2465423932651834,0.5131414267834794,99
16,3848851.322222222,0.33214603739982196,0.24507227332457293,0.5151933701657458,90
17,3852627.225,0.33835341365461846,0.24962962962962962,0.5249221183800623,80
18,3853319.7285714285,0.3388666285060103,0.2506350550381033,0.5229681978798587,70
19,3850800.966666667,0.33827493261455527,0.251503006012024,0.5164609053497943,60
20,3036064.3636363638,0.4318181818181819,0.3143183114660582,0.6896120150187734,99
21,3037581.277777778,0.4305435720448663,0.31304893350062735,0.6892265193370166,90
22,3038400.8,0.42919708029197084,0.31210191082802546,0.6869158878504673,80
23,3038772.8,0.42904656319290463,0.31260096930533116,0.6837455830388692,70
24,3038569.4,0.42995480955455134,0.31326434619002824,0.6851851851851852,60
25,291485.4285714286,0.3382352941176471,0.25723684210526315,0.4936868686868687,98
26,291541.1685393258,0.3341266063779153,0.2536127167630058,0.4895397489539749,89
27,291505.2025316456,0.32585470085470086,0.2465642683912692,0.48031496062992124,79
28,291472.1304347826,0.32399512789281365,0.24561403508771928,0.47584973166368516,69
29,291438.66101694916,0.32551528073916136,0.24676724137931033,0.4780793319415449,59
30,19269.632653061224,0.17398648648648649,0.2627551020408163,0.13005050505050506,98
31,19144.044943820223,0.1724461105904405,0.26285714285714284,0.12831241283124128,89
32,19256.3417721519,0.14696485623003194,0.22697368421052633,0.10866141732283464,79
33,19930.159420289856,0.15568862275449102,0.23550724637681159,0.11627906976744186,69
34,20226.20338983051,0.1675977653631285,0.25316455696202533,0.12526096033402923,59
35,3267764.282828283,0.38407746100053786,0.33679245283018866,0.44680851063829785,99
36,3269393.2,0.3819691577698695,0.33471933471933474,0.4447513812154696,90
37,3270339.125,0.37450199203187257,0.3263888888888889,0.4392523364485981,80
38,3270788.7285714285,0.375,0.32677165354330706,0.43992932862190814,70
39,3270740.1333333333,0.3848190644307149,0.3369397217928903,0.448559670781893,60
40,2547458.1717171716,0.4514030093533957,0.33433734939759036,0.6946182728410513,99
41,2547868.0444444446,0.45181532944867775,0.3344392833443928,0.6961325966850829,90
42,2548348.9,0.4454545454545455,0.3295964125560538,0.6869158878504673,80
43,2548744.1,0.4463667820069205,0.3313356164383562,0.6837455830388692,70
44,2548785.8333333335,0.4529569892473118,0.33632734530938124,0.6934156378600823,60
45,269081.0816326531,0.3091076356945723,0.24312590448625182,0.42424242424242425,98
