Combo #,Median Image Size,F1 Score, Precision, Recall, Image Count
1790,3538.183673469388,0.0,0,0.0,98
1791,3532.61797752809,0.0,0,0.0,89
1792,3421.26582278481,0.0,0,0.0,79
1793,3517.086956521739,0.0,0,0.0,69
1794,3569.593220338983,0.0,0,0.0,59
1795,240184.52525252526,0.0,0.0,0.0,99
1796,240160.25555555554,0.0,0.0,0.0,90
1797,240150.175,0.0,0.0,0.0,80
1798,240162.92857142858,0.0,0.0,0.0,70
1799,240150.03333333333,0.0,0.0,0.0,60
1800,353190.69696969696,0.314878892733564,0.5,0.2297979797979798,99
1801,353202.5,0.31679389312977096,0.5060975609756098,0.23055555555555557,90
1802,353256.2875,0.33047210300429186,0.5273972602739726,0.240625,80
1803,353308.3857142857,0.34063260340632606,0.5343511450381679,0.25,70
1804,353311.3333333333,0.34857142857142853,0.5545454545454546,0.25416666666666665,60
1805,211306.83673469388,0.12295081967213115,0.3125,0.07653061224489796,98
1806,211321.4606741573,0.1258426966292135,0.3146067415730337,0.07865168539325842,89
1807,211338.96202531646,0.13670886075949368,0.34177215189873417,0.08544303797468354,79
1808,211362.07246376813,0.14492753623188406,0.36231884057971014,0.09057971014492754,69
1809,211367.5254237288,0.1423728813559322,0.3559322033898305,0.08898305084745763,59
1810,1446.9285714285713,0.0,0,0.0,98
1811,1447.3595505617977,0.0,0,0.0,89
1812,1426.632911392405,0.0,0,0.0,79
1813,1445.7246376811595,0.0,0,0.0,69
1814,1441.8305084745762,0.0,0,0.0,59
1815,354646.63636363635,0.30769230769230765,0.47619047619047616,0.22727272727272727,99
1816,354654.3222222222,0.30337078651685395,0.46551724137931033,0.225,90
1817,354698.7125,0.29831932773109243,0.4551282051282051,0.221875,80
1818,354753.9857142857,0.3213429256594724,0.48905109489051096,0.2392857142857143,70
1819,354762.01666666666,0.3089887640449438,0.47413793103448276,0.22916666666666666,60
1820,248097.46464646465,0.016666666666666666,0.047619047619047616,0.010101010101010102,99
1821,248116.6,0.018475750577367205,0.0547945205479452,0.011111111111111112,90
1822,248142.075,0.020671834625323,0.05970149253731343,0.0125,80
1823,248156.15714285715,0.023529411764705882,0.06666666666666667,0.014285714285714285,70
1824,248138.4,0.020477815699658706,0.05660377358490566,0.0125,60
1825,162404.306122449,0.008602150537634407,0.0273972602739726,0.00510204081632653,98
1826,162419.73033707865,0.009523809523809523,0.03125,0.0056179775280898875,89
1827,162433.01265822785,0.010610079575596818,0.03278688524590164,0.006329113924050633,79
1828,162441.65217391305,0.006079027355623101,0.018867924528301886,0.0036231884057971015,69
1829,162432.18644067796,0.0071428571428571435,0.022727272727272728,0.00423728813559322,59
1830,1347.5204081632653,0.0,0,0.0,98
1831,1349.2359550561798,0.0,0,0.0,89
1832,1333.1772151898733,0.0,0,0.0,79
1833,1348.304347826087,0.0,0,0.0,69
1834,1345.0677966101696,0.0,0,0.0,59
1835,248247.67676767678,0.02904564315352697,0.08139534883720931,0.017676767676767676,99
1836,248264.32222222222,0.03211009174311927,0.09210526315789473,0.019444444444444445,90
1837,248291.85,0.03589743589743589,0.1,0.021875,80
1838,248294.91428571427,0.04081632653061225,0.1111111111111111,0.025,70
1839,248269.13333333333,0.04054054054054054,0.10714285714285714,0.025,60
1840,214361.202020202,0.0,0.0,0.0,99
1841,214361.65555555557,0.0,0.0,0.0,90
1842,214387.1125,0.0,0.0,0.0,80
1843,214389.01428571428,0.0,0.0,0.0,70
1844,214382.05,0.0,0.0,0.0,60
1845,141423.3469387755,0.0,0.0,0.0,98
1846,141426.73033707865,0.0,0.0,0.0,89
1847,141440.43037974683,0.0,0.0,0.0,79
1848,141444.63768115942,0.0,0.0,0.0,69
1849,141441.35593220338,0.0,0.0,0.0,59
1850,1280.8469387755101,0.0,0,0.0,98
1851,1282.9887640449438,0.0,0,0.0,89
1852,1266.6962025316457,0.0,0,0.0,79
1853,1281.7391304347825,0.0,0,0.0,69
1854,1281.4915254237287,0.0,0,0.0,59
1855,214361.202020202,0.0,0.0,0.0,99
1856,214361.65555555557,0.0,0.0,0.0,90
1857,214387.1125,0.0,0.0,0.0,80
1858,214389.01428571428,0.0,0.0,0.0,70
1859,214382.05,0.0,0.0,0.0,60
1860,199833.0202020202,0.0,0.0,0.0,99
1861,199832.7,0.0,0.0,0.0,90
1862,199852.1875,0.0,0.0,0.0,80
1863,199857.48571428572,0.0,0.0,0.0,70
1864,199851.25,0.0,0.0,0.0,60
1865,132271.08163265305,0.0,0.0,0.0,98
1866,132272.94382022473,0.0,0.0,0.0,89
1867,132285.0253164557,0.0,0.0,0.0,79
1868,132291.10144927536,0.0,0.0,0.0,69
1869,132287.2711864407,0.0,0.0,0.0,59
1870,1206.530612244898,0.0,0,0.0,98
1871,1208.876404494382,0.0,0,0.0,89
1872,1195.1898734177216,0.0,0,0.0,79
1873,1209.2898550724638,0.0,0,0.0,69
1874,1207.7627118644068,0.0,0,0.0,59
1875,199833.0202020202,0.0,0.0,0.0,99
1876,199832.7,0.0,0.0,0.0,90
1877,199852.1875,0.0,0.0,0.0,80
1878,199857.48571428572,0.0,0.0,0.0,70
1879,199851.25,0.0,0.0,0.0,60
1880,174657.2323232323,0.0,0.0,0.0,99
1881,174652.75555555554,0.0,0.0,0.0,90
1882,174658.8,0.0,0.0,0.0,80
1883,174669.2857142857,0.0,0.0,0.0,70
1884,174673.21666666667,0.0,0.0,0.0,60
1885,116468.6530612245,0.0,0.0,0.0,98
1886,116463.14606741573,0.0,0.0,0.0,89
1887,116464.64556962025,0.0,0.0,0.0,79
1888,116471.95652173914,0.0,0.0,0.0,69
1889,116477.8813559322,0.0,0.0,0.0,59
1890,1007.765306122449,0.0,0,0.0,98
1891,1006.6404494382023,0.0,0,0.0,89
1892,998.367088607595,0.0,0,0.0,79
1893,1004.5072463768116,0.0,0,0.0,69
1894,1011.3389830508474,0.0,0,0.0,59
1895,174657.2323232323,0.0,0.0,0.0,99
1896,174652.75555555554,0.0,0.0,0.0,90
1897,174658.8,0.0,0.0,0.0,80
1898,174669.2857142857,0.0,0.0,0.0,70
1899,174673.21666666667,0.0,0.0,0.0,60
1900,354025.37373737374,0.21142857142857144,0.24342105263157895,0.18686868686868688,99
1901,354072.64444444445,0.2173228346456693,0.2509090909090909,0.19166666666666668,90
1902,354132.325,0.22024866785079927,0.2551440329218107,0.19375,80
1903,354175.7428571429,0.23123732251521295,0.2676056338028169,0.20357142857142857,70
1904,354163.6,0.21276595744680848,0.2459016393442623,0.1875,60
1905,212416.75510204083,0.15771812080536912,0.23039215686274508,0.11989795918367346,98
1906,212446.96629213484,0.16266173752310537,0.23783783783783785,0.12359550561797752,89
1907,212475.27848101265,0.1719077568134172,0.2546583850931677,0.12974683544303797,79
1908,212496.75362318842,0.17874396135265702,0.26811594202898553,0.13405797101449277,69
1909,212487.45762711865,0.18028169014084505,0.2689075630252101,0.13559322033898305,59
1910,1594,0.0,0,0.0,98
1911,1594.6516853932585,0.0,0,0.0,89
1912,1573.4556962025317,0.0,0,0.0,79
1913,1596.7536231884058,0.0,0,0.0,69
1914,1592.8474576271187,0.0,0,0.0,59
1915,356714.6565656566,0.24104234527687296,0.3394495412844037,0.18686868686868688,99
1916,356756.1222222222,0.2357142857142857,0.33,0.18333333333333332,90
1917,356815.0625,0.2494969818913481,0.3502824858757062,0.19375,80
1918,356869.82857142854,0.24367816091954023,0.3419354838709677,0.18928571428571428,70
1919,356841.5333333333,0.23655913978494622,0.3333333333333333,0.18333333333333332,60
1920,250645.24242424243,0.026785714285714284,0.03260869565217391,0.022727272727272728,99
1921,250674.11111111112,0.02960526315789474,0.036290322580645164,0.025,90
1922,250704.6125,0.033271719038817,0.04072398190045249,0.028125,80
1923,250715,0.03368421052631579,0.041025641025641026,0.02857142857142857,70
1924,250696.53333333333,0.03414634146341463,0.041176470588235294,0.029166666666666667,60
1925,164007.74489795917,0.019230769230769232,0.02586206896551724,0.015306122448979591,98
1926,164026.67415730338,0.021164021164021163,0.02843601895734597,0.016853932584269662,89
1927,164045.88607594935,0.019841269841269844,0.026595744680851064,0.015822784810126583,79
1928,164050.97101449277,0.02267573696145125,0.030303030303030304,0.018115942028985508,69
1929,164033.57627118644,0.02631578947368421,0.034722222222222224,0.0211864406779661,59
1930,1487.0714285714287,0.0,0,0.0,98
1931,1487.6067415730338,0.0,0,0.0,89
1932,1469.2151898734178,0.0,0,0.0,79
1933,1491.6376811594203,0.0,0,0.0,69
1934,1487.4745762711864,0.0,0,0.0,59
1935,250749.62626262626,0.038461538461538464,0.04642857142857143,0.03282828282828283,99
1936,250776.4,0.03600654664484451,0.043824701195219126,0.030555555555555555,90
1937,250819.0625,0.04059040590405904,0.04954954954954955,0.034375,80
1938,250826.24285714285,0.04201680672268907,0.05102040816326531,0.03571428571428571,70
1939,250808.18333333332,0.04390243902439024,0.052941176470588235,0.0375,60
1940,216834.11111111112,0.0,0.0,0.0,99
1941,216846.15555555557,0.0,0.0,0.0,90
1942,216866.575,0.0,0.0,0.0,80
1943,216869.2857142857,0.0,0.0,0.0,70
1944,216861.68333333332,0.0,0.0,0.0,60
1945,143153.306122449,0.0,0.0,0.0,98
1946,143166,0.0,0.0,0.0,89
1947,143180.88607594935,0.0,0.0,0.0,79
1948,143182.14492753622,0.0,0.0,0.0,69
